ano,mes,semana_do_mes,product_id,produto,categoria,unidades,receita
2021,1,1,1156,Enguias de Escabeche,Outros Peixes e Mariscos,3,84.0
2021,1,1,1157,Filetes de Enguia Fumada em Azeite,Outros Peixes e Mariscos,2,68.8
2021,1,1,1159,Lagosta Picante com Algas em Azeite V.E.,Outros Peixes e Mariscos,1,46.4
2021,1,1,1160,Ovas de Cavala,Outros Peixes e Mariscos,1,26.6
2021,1,1,1162,Pate de Cavala,Pates,6,49.8
2021,1,1,1163,Pate de Sardinha,Pates,9,79.2
2021,1,1,1164,Pate de Sardinha com Mostarda,Pates,2,18.8
2021,1,1,1165,Pate de Sardinha com Limao,Pates,5,48.0
2021,1,1,1166,Pate de Bacalhau,Pates,17,166.6
2021,1,1,1167,Pate de Enguias de Escabeche,Pates,1,10.8
2021,1,1,1168,Bolinhas de Aveia com Legumes,Vegetarianos,1,8.8
2021,1,1,1169,Pataniscas de Grao-de-Bico e Cenoura,Vegetarianos,2,19.4
2021,1,1,1170,Cogumelo Portobelo,Vegetarianos,1,12.2
2021,1,1,1171,Bolsa Sardine Summer,Embalagens e Acessorios,13,6.5
2021,1,1,1172,Saco de TNT,Embalagens e Acessorios,3,6.0
2021,1,1,1175,Saco MFSP Pequeno,Embalagens e Acessorios,2,0.4
2021,1,1,1176,CX Portuguese Sardine 8un,Embalagens e Acessorios,22,0.0
2021,1,1,1177,Caixa de Pates,Embalagens e Acessorios,3,0.0
2021,1,1,1178,Caixa de Anchovas,Embalagens e Acessorios,1,0.0
2021,1,1,1179,Caixa Comur Survival Kit,Embalagens e Acessorios,1,0.0
2021,1,1,1180,Box Lingote,Embalagens e Acessorios,1,0.0
2021,1,1,1181,Caixa Crazy for Sardines,Embalagens e Acessorios,8,0.0
2021,1,2,1001,Sardinha 1917 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1006,Sardinha 1922 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1009,Sardinha 1925 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1010,Sardinha 1926 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,2,1019,Sardinha 1935 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1021,Sardinha 1937 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1022,Sardinha 1938 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1023,Sardinha 1939 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1035,Sardinha 1951 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1038,Sardinha 1954 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1039,Sardinha 1955 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,2,1040,Sardinha 1956 (Timeless),Sardinhas Intemporais,4,36.0
2021,1,2,1041,Sardinha 1957 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1042,Sardinha 1958 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1043,Sardinha 1959 (Timeless),Sardinhas Intemporais,5,45.0
2021,1,2,1045,Sardinha 1961 (Timeless),Sardinhas Intemporais,4,36.0
2021,1,2,1046,Sardinha 1962 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1048,Sardinha 1964 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1049,Sardinha 1965 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1050,Sardinha 1966 (Timeless),Sardinhas Intemporais,6,54.0
2021,1,2,1051,Sardinha 1967 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1052,Sardinha 1968 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1053,Sardinha 1969 (Timeless),Sardinhas Intemporais,5,45.0
2021,1,2,1054,Sardinha 1970 (Timeless),Sardinhas Intemporais,5,45.0
2021,1,2,1056,Sardinha 1972 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1057,Sardinha 1973 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1058,Sardinha 1974 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1059,Sardinha 1975 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1060,Sardinha 1976 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1061,Sardinha 1977 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1062,Sardinha 1978 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,2,1063,Sardinha 1979 (Timeless),Sardinhas Intemporais,4,36.0
2021,1,2,1065,Sardinha 1981 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1066,Sardinha 1982 (Timeless),Sardinhas Intemporais,4,36.0
2021,1,2,1068,Sardinha 1984 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,2,1069,Sardinha 1985 (Timeless),Sardinhas Intemporais,5,45.0
2021,1,2,1072,Sardinha 1988 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1073,Sardinha 1989 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,2,1074,Sardinha 1990 (Timeless),Sardinhas Intemporais,4,36.0
2021,1,2,1075,Sardinha 1991 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1076,Sardinha 1992 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1077,Sardinha 1993 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,2,1080,Sardinha 1996 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1081,Sardinha 1997 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1082,Sardinha 1998 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1083,Sardinha 1999 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1084,Sardinha 2000 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1085,Sardinha 2001 (Timeless),Sardinhas Intemporais,4,36.0
2021,1,2,1086,Sardinha 2002 (Timeless),Sardinhas Intemporais,4,36.0
2021,1,2,1087,Sardinha 2003 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1089,Sardinha 2005 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1090,Sardinha 2006 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1091,Sardinha 2007 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1092,Sardinha 2008 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1094,Sardinha 2010 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1097,Sardinha 2013 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,2,1104,Sardinha 2020 (Timeless),Sardinhas Intemporais,4,36.0
2021,1,2,1105,Sardinha 2021 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1106,Sardinha 2022 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,2,1107,Sardinha 2023 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,2,1108,Sardinha 2024 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,2,1109,Sardinha 2025 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,2,1110,Sardinha 2026 (Timeless),Sardinhas Intemporais,5,45.0
2021,1,2,1111,Sardinha s/ pele e espinha em Azeite Virgem,Sardinhas,157,2355.0
2021,1,2,1112,Petinga,Sardinhas,2,15.8
2021,1,2,1113,Sardinhas com Pimentos,Sardinhas,43,421.4
2021,1,2,1114,Sardinhas Fumadas Picantes,Sardinhas,41,401.8
2021,1,2,1115,Sardinhas com Limao,Sardinhas,33,323.4
2021,1,2,1116,Sardinhas em Molho de Tomate,Sardinhas,33,323.4
2021,1,2,1117,Sardinhas com Mostarda,Sardinhas,25,285.0
2021,1,2,1118,Sardinha com Ketchup,Sardinhas,2,20.0
2021,1,2,1120,Millesime,Sardinhas,1,43.3
2021,1,2,1121,Lingote,Sardinhas,9,198.0
2021,1,2,1122,Sardinha ao Natural,Sardinhas,9,63.0
2021,1,2,1123,Anchovas,Sardinhas,42,403.2
2021,1,2,1124,Sardinha c/ Azeitonas Recheadas | Lisboa,Sardinha Azeitonas (Cidades),21,273.0
2021,1,2,1125,Sardinha c/ Azeitonas Recheadas | Porto,Sardinha Azeitonas (Cidades),2,26.0
2021,1,2,1126,Sardinha c/ Azeitonas Recheadas | Sintra,Sardinha Azeitonas (Cidades),3,39.0
2021,1,2,1128,Sardinha c/ Azeitonas Recheadas | Obidos,Sardinha Azeitonas (Cidades),1,13.0
2021,1,2,1129,Sardinha c/ Azeitonas Recheadas | Evora,Sardinha Azeitonas (Cidades),1,13.0
2021,1,2,1130,Sardinha c/ Azeitonas Recheadas | Coimbra,Sardinha Azeitonas (Cidades),1,13.0
2021,1,2,1131,Sardinha c/ Azeitonas Recheadas | Aveiro,Sardinha Azeitonas (Cidades),2,26.0
2021,1,2,1135,Carapau em Azeite Virgem Extra,Outros Peixes e Mariscos,5,30.0
2021,1,2,1136,Mexilhoes Fumados em Azeite,Outros Peixes e Mariscos,33,257.4
2021,1,2,1137,Atum em Azeite,Outros Peixes e Mariscos,34,302.6
2021,1,2,1138,Filetes com Mostarda,Outros Peixes e Mariscos,8,92.8
2021,1,2,1139,Filetes de Cavala em Azeite,Outros Peixes e Mariscos,13,120.9
2021,1,2,1140,Truta Fumada em Azeite,Outros Peixes e Mariscos,16,155.2
2021,1,2,1141,Lulas em Molho Guisado,Outros Peixes e Mariscos,13,127.4
2021,1,2,1142,Agulha Picante em Escabeche,Outros Peixes e Mariscos,4,42.4
2021,1,2,1143,Agulha Picante em Azeite Virgem Extra,Outros Peixes e Mariscos,3,30.6
2021,1,2,1144,Buzios ao Natural,Outros Peixes e Mariscos,9,92.7
2021,1,2,1145,Bacalhau em Azeite,Outros Peixes e Mariscos,60,750.0
2021,1,2,1146,Ovas de Bacalhau Fumadas com Legumes,Outros Peixes e Mariscos,4,49.2
2021,1,2,1148,Peixe-Espada em Azeite Virgem Extra,Outros Peixes e Mariscos,6,82.2
2021,1,2,1149,Salmao Fumado em Azeite,Outros Peixes e Mariscos,24,355.2
2021,1,2,1150,Dourada em Azeite Virgem Extra,Outros Peixes e Mariscos,8,121.6
2021,1,2,1151,Robalo em Azeite Virgem Extra,Outros Peixes e Mariscos,18,275.4
2021,1,2,1152,Polvo em Azeite Virgem Extra,Outros Peixes e Mariscos,81,1279.8
2021,1,2,1153,Camarao a Scampi (Gambas),Outros Peixes e Mariscos,25,450.0
2021,1,2,1154,Corvina em Azeite Virgem Extra,Outros Peixes e Mariscos,8,144.0
2021,1,2,1155,Linguado Fumado em Azeite,Outros Peixes e Mariscos,3,74.1
2021,1,2,1156,Enguias de Escabeche,Outros Peixes e Mariscos,1,28.0
2021,1,2,1157,Filetes de Enguia Fumada em Azeite,Outros Peixes e Mariscos,1,34.4
2021,1,2,1159,Lagosta Picante com Algas em Azeite V.E.,Outros Peixes e Mariscos,3,139.2
2021,1,2,1160,Ovas de Cavala,Outros Peixes e Mariscos,1,26.6
2021,1,2,1162,Pate de Cavala,Pates,3,24.9
2021,1,2,1163,Pate de Sardinha,Pates,14,123.2
2021,1,2,1164,Pate de Sardinha com Mostarda,Pates,7,65.8
2021,1,2,1165,Pate de Sardinha com Limao,Pates,7,67.2
2021,1,2,1166,Pate de Bacalhau,Pates,8,78.4
2021,1,2,1167,Pate de Enguias de Escabeche,Pates,1,10.8
2021,1,2,1168,Bolinhas de Aveia com Legumes,Vegetarianos,2,17.6
2021,1,2,1169,Pataniscas de Grao-de-Bico e Cenoura,Vegetarianos,3,29.1
2021,1,2,1170,Cogumelo Portobelo,Vegetarianos,4,48.8
2021,1,2,1171,Bolsa Sardine Summer,Embalagens e Acessorios,5,2.5
2021,1,2,1172,Saco de TNT,Embalagens e Acessorios,1,2.0
2021,1,2,1174,Saco Grande COMUR/MFSP,Embalagens e Acessorios,3,1.5
2021,1,2,1175,Saco MFSP Pequeno,Embalagens e Acessorios,5,1.0
2021,1,2,1176,CX Portuguese Sardine 8un,Embalagens e Acessorios,25,0.0
2021,1,2,1177,Caixa de Pates,Embalagens e Acessorios,4,0.0
2021,1,2,1178,Caixa de Anchovas,Embalagens e Acessorios,6,0.0
2021,1,2,1179,Caixa Comur Survival Kit,Embalagens e Acessorios,2,0.0
2021,1,2,1180,Box Lingote,Embalagens e Acessorios,1,0.0
2021,1,2,1181,Caixa Crazy for Sardines,Embalagens e Acessorios,6,0.0
2021,1,3,1007,Sardinha 1923 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1008,Sardinha 1924 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1012,Sardinha 1928 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1017,Sardinha 1933 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1018,Sardinha 1934 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1021,Sardinha 1937 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1022,Sardinha 1938 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1023,Sardinha 1939 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1026,Sardinha 1942 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1027,Sardinha 1943 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1029,Sardinha 1945 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1033,Sardinha 1949 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1034,Sardinha 1950 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1035,Sardinha 1951 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1036,Sardinha 1952 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1037,Sardinha 1953 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1038,Sardinha 1954 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1040,Sardinha 1956 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1041,Sardinha 1957 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1042,Sardinha 1958 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,3,1043,Sardinha 1959 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1044,Sardinha 1960 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,3,1045,Sardinha 1961 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1048,Sardinha 1964 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1049,Sardinha 1965 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1051,Sardinha 1967 (Timeless),Sardinhas Intemporais,5,45.0
2021,1,3,1053,Sardinha 1969 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,3,1054,Sardinha 1970 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,3,1056,Sardinha 1972 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1058,Sardinha 1974 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,3,1059,Sardinha 1975 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1060,Sardinha 1976 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,3,1061,Sardinha 1977 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1062,Sardinha 1978 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1063,Sardinha 1979 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,3,1065,Sardinha 1981 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1066,Sardinha 1982 (Timeless),Sardinhas Intemporais,4,36.0
2021,1,3,1067,Sardinha 1983 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1068,Sardinha 1984 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1069,Sardinha 1985 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1073,Sardinha 1989 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1076,Sardinha 1992 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1077,Sardinha 1993 (Timeless),Sardinhas Intemporais,5,45.0
2021,1,3,1078,Sardinha 1994 (Timeless),Sardinhas Intemporais,4,36.0
2021,1,3,1079,Sardinha 1995 (Timeless),Sardinhas Intemporais,5,45.0
2021,1,3,1080,Sardinha 1996 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1082,Sardinha 1998 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1083,Sardinha 1999 (Timeless),Sardinhas Intemporais,4,36.0
2021,1,3,1085,Sardinha 2001 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1086,Sardinha 2002 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1087,Sardinha 2003 (Timeless),Sardinhas Intemporais,2,18.0
2021,1,3,1088,Sardinha 2004 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1089,Sardinha 2005 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1092,Sardinha 2008 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1093,Sardinha 2009 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1101,Sardinha 2017 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1102,Sardinha 2018 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1103,Sardinha 2019 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1104,Sardinha 2020 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,3,1105,Sardinha 2021 (Timeless),Sardinhas Intemporais,1,9.0
2021,1,3,1106,Sardinha 2022 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,3,1107,Sardinha 2023 (Timeless),Sardinhas Intemporais,3,27.0
2021,1,3,1108,Sardinha 2024 (Timeless),Sardinhas Intemporais,6,54.0
2021,1,3,1110,Sardinha 2026 (Timeless),Sardinhas Intemporais,1,9.0
