product_id,nome,categoria,preco_unitario,unidades_por_caixa
1168,Bolinhas de Aveia com Legumes,Vegetarianos,8.8,20
1169,Pataniscas de Grao-de-Bico e Cenoura,Vegetarianos,9.7,20
1170,Cogumelo Portobelo,Vegetarianos,12.2,15
1171,Bolsa Sardine Summer,Embalagens e Acessorios,0.5,100
1172,Saco de TNT,Embalagens e Acessorios,2.0,100
1173,Saco Rede COMUR,Embalagens e Acessorios,20.0,100
1174,Saco Grande COMUR/MFSP,Embalagens e Acessorios,0.5,100
1175,Saco MFSP Pequeno,Embalagens e Acessorios,0.2,100
1176,CX Portuguese Sardine 8un,Embalagens e Acessorios,0.0,100
1177,Caixa de Pates,Embalagens e Acessorios,0.0,100
1178,Caixa de Anchovas,Embalagens e Acessorios,0.0,100
1179,Caixa Comur Survival Kit,Embalagens e Acessorios,0.0,100
1180,Box Lingote,Embalagens e Acessorios,0.0,100
1181,Caixa Crazy for Sardines,Embalagens e Acessorios,0.0,100
