ano,mes,product_id,produto,categoria,unidades,receita
2021,1,1124,Sardinha c/ Azeitonas Recheadas | Lisboa,Sardinha Azeitonas (Cidades),101,1313.0
2021,1,1125,Sardinha c/ Azeitonas Recheadas | Porto,Sardinha Azeitonas (Cidades),10,130.0
2021,1,1126,Sardinha c/ Azeitonas Recheadas | Sintra,Sardinha Azeitonas (Cidades),7,91.0
2021,1,1127,Sardinha c/ Azeitonas Recheadas | Cascais,Sardinha Azeitonas (Cidades),2,26.0
2021,1,1128,Sardinha c/ Azeitonas Recheadas | Obidos,Sardinha Azeitonas (Cidades),5,65.0
2021,1,1129,Sardinha c/ Azeitonas Recheadas | Evora,Sardinha Azeitonas (Cidades),6,78.0
2021,1,1130,Sardinha c/ Azeitonas Recheadas | Coimbra,Sardinha Azeitonas (Cidades),1,13.0
2021,1,1131,Sardinha c/ Azeitonas Recheadas | Aveiro,Sardinha Azeitonas (Cidades),7,91.0
2021,1,1132,Sardinha c/ Azeitonas Recheadas | Algarve,Sardinha Azeitonas (Cidades),6,78.0
2021,1,1133,Sardinha c/ Azeitonas Recheadas | Madeira,Sardinha Azeitonas (Cidades),4,52.0
2021,1,1134,Sardinha c/ Azeitonas Recheadas | Acores,Sardinha Azeitonas (Cidades),1,13.0
2021,1,1135,Carapau em Azeite Virgem Extra,Outros Peixes e Mariscos,18,108.0
2021,1,1136,Mexilhoes Fumados em Azeite,Outros Peixes e Mariscos,114,889.2
2021,1,1137,Atum em Azeite,Outros Peixes e Mariscos,144,1281.6
2021,1,1138,Filetes com Mostarda,Outros Peixes e Mariscos,40,464.0
2021,1,1139,Filetes de Cavala em Azeite,Outros Peixes e Mariscos,70,651.0
2021,1,1140,Truta Fumada em Azeite,Outros Peixes e Mariscos,56,543.2
2021,1,1141,Lulas em Molho Guisado,Outros Peixes e Mariscos,36,352.8
2021,1,1142,Agulha Picante em Escabeche,Outros Peixes e Mariscos,12,127.2
2021,1,1143,Agulha Picante em Azeite Virgem Extra,Outros Peixes e Mariscos,17,173.39999999999998
2021,1,1144,Buzios ao Natural,Outros Peixes e Mariscos,35,360.5
2021,1,1145,Bacalhau em Azeite,Outros Peixes e Mariscos,294,3675.0
2021,1,1146,Ovas de Bacalhau Fumadas com Legumes,Outros Peixes e Mariscos,26,319.8
2021,1,1147,Choquinhos,Outros Peixes e Mariscos,10,142.0
2021,1,1148,Peixe-Espada em Azeite Virgem Extra,Outros Peixes e Mariscos,22,301.4
2021,1,1149,Salmao Fumado em Azeite,Outros Peixes e Mariscos,119,1761.2
2021,1,1150,Dourada em Azeite Virgem Extra,Outros Peixes e Mariscos,27,410.4
2021,1,1151,Robalo em Azeite Virgem Extra,Outros Peixes e Mariscos,135,2065.5
2021,1,1152,Polvo em Azeite Virgem Extra,Outros Peixes e Mariscos,341,5387.8
2021,1,1153,Camarao a Scampi (Gambas),Outros Peixes e Mariscos,118,2124.0
2021,1,1154,Corvina em Azeite Virgem Extra,Outros Peixes e Mariscos,32,576.0
2021,1,1155,Linguado Fumado em Azeite,Outros Peixes e Mariscos,3,74.1
2021,1,1156,Enguias de Escabeche,Outros Peixes e Mariscos,8,224.0
2021,1,1157,Filetes de Enguia Fumada em Azeite,Outros Peixes e Mariscos,4,137.6
2021,1,1159,Lagosta Picante com Algas em Azeite V.E.,Outros Peixes e Mariscos,15,696.0
2021,1,1160,Ovas de Cavala,Outros Peixes e Mariscos,3,79.80000000000001
2021,1,1162,Pate de Cavala,Pates,18,149.4
2021,1,1163,Pate de Sardinha,Pates,46,404.8
2021,1,1164,Pate de Sardinha com Mostarda,Pates,19,178.60000000000002
2021,1,1165,Pate de Sardinha com Limao,Pates,27,259.2
2021,1,1166,Pate de Bacalhau,Pates,59,578.2
2021,1,1167,Pate de Enguias de Escabeche,Pates,13,140.4
2021,1,1168,Bolinhas de Aveia com Legumes,Vegetarianos,11,96.80000000000001
2021,1,1169,Pataniscas de Grao-de-Bico e Cenoura,Vegetarianos,13,126.1
2021,1,1170,Cogumelo Portobelo,Vegetarianos,12,146.39999999999998
2021,1,1171,Bolsa Sardine Summer,Embalagens e Acessorios,41,20.5
2021,1,1172,Saco de TNT,Embalagens e Acessorios,11,22.0
2021,1,1173,Saco Rede COMUR,Embalagens e Acessorios,2,40.0
2021,1,1174,Saco Grande COMUR/MFSP,Embalagens e Acessorios,8,4.0
2021,1,1175,Saco MFSP Pequeno,Embalagens e Acessorios,20,4.0
2021,1,1176,CX Portuguese Sardine 8un,Embalagens e Acessorios,108,0.0
2021,1,1177,Caixa de Pates,Embalagens e Acessorios,10,0.0
2021,1,1178,Caixa de Anchovas,Embalagens e Acessorios,23,0.0
2021,1,1179,Caixa Comur Survival Kit,Embalagens e Acessorios,7,0.0
2021,1,1180,Box Lingote,Embalagens e Acessorios,4,0.0
2021,1,1181,Caixa Crazy for Sardines,Embalagens e Acessorios,36,0.0
2021,2,1000,Sardinha 1916 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1001,Sardinha 1917 (Timeless),Sardinhas Intemporais,6,54.0
2021,2,1002,Sardinha 1918 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1003,Sardinha 1919 (Timeless),Sardinhas Intemporais,1,9.0
2021,2,1004,Sardinha 1920 (Timeless),Sardinhas Intemporais,6,54.0
2021,2,1005,Sardinha 1921 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1006,Sardinha 1922 (Timeless),Sardinhas Intemporais,3,27.0
2021,2,1007,Sardinha 1923 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1009,Sardinha 1925 (Timeless),Sardinhas Intemporais,4,36.0
2021,2,1010,Sardinha 1926 (Timeless),Sardinhas Intemporais,1,9.0
2021,2,1011,Sardinha 1927 (Timeless),Sardinhas Intemporais,3,27.0
2021,2,1012,Sardinha 1928 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1013,Sardinha 1929 (Timeless),Sardinhas Intemporais,5,45.0
2021,2,1014,Sardinha 1930 (Timeless),Sardinhas Intemporais,5,45.0
2021,2,1015,Sardinha 1931 (Timeless),Sardinhas Intemporais,4,36.0
2021,2,1016,Sardinha 1932 (Timeless),Sardinhas Intemporais,4,36.0
2021,2,1017,Sardinha 1933 (Timeless),Sardinhas Intemporais,4,36.0
2021,2,1018,Sardinha 1934 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1019,Sardinha 1935 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1020,Sardinha 1936 (Timeless),Sardinhas Intemporais,3,27.0
2021,2,1021,Sardinha 1937 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1022,Sardinha 1938 (Timeless),Sardinhas Intemporais,3,27.0
2021,2,1023,Sardinha 1939 (Timeless),Sardinhas Intemporais,5,45.0
2021,2,1024,Sardinha 1940 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1025,Sardinha 1941 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1026,Sardinha 1942 (Timeless),Sardinhas Intemporais,1,9.0
2021,2,1027,Sardinha 1943 (Timeless),Sardinhas Intemporais,3,27.0
2021,2,1028,Sardinha 1944 (Timeless),Sardinhas Intemporais,4,36.0
2021,2,1029,Sardinha 1945 (Timeless),Sardinhas Intemporais,1,9.0
2021,2,1031,Sardinha 1947 (Timeless),Sardinhas Intemporais,3,27.0
2021,2,1032,Sardinha 1948 (Timeless),Sardinhas Intemporais,1,9.0
2021,2,1033,Sardinha 1949 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1034,Sardinha 1950 (Timeless),Sardinhas Intemporais,7,63.0
2021,2,1035,Sardinha 1951 (Timeless),Sardinhas Intemporais,9,81.0
2021,2,1036,Sardinha 1952 (Timeless),Sardinhas Intemporais,9,81.0
2021,2,1037,Sardinha 1953 (Timeless),Sardinhas Intemporais,9,81.0
2021,2,1038,Sardinha 1954 (Timeless),Sardinhas Intemporais,12,108.0
2021,2,1039,Sardinha 1955 (Timeless),Sardinhas Intemporais,8,72.0
2021,2,1040,Sardinha 1956 (Timeless),Sardinhas Intemporais,12,108.0
2021,2,1041,Sardinha 1957 (Timeless),Sardinhas Intemporais,4,36.0
2021,2,1042,Sardinha 1958 (Timeless),Sardinhas Intemporais,6,54.0
2021,2,1043,Sardinha 1959 (Timeless),Sardinhas Intemporais,9,81.0
2021,2,1044,Sardinha 1960 (Timeless),Sardinhas Intemporais,14,126.0
2021,2,1045,Sardinha 1961 (Timeless),Sardinhas Intemporais,4,36.0
2021,2,1046,Sardinha 1962 (Timeless),Sardinhas Intemporais,6,54.0
2021,2,1047,Sardinha 1963 (Timeless),Sardinhas Intemporais,7,63.0
2021,2,1048,Sardinha 1964 (Timeless),Sardinhas Intemporais,13,117.0
2021,2,1049,Sardinha 1965 (Timeless),Sardinhas Intemporais,6,54.0
2021,2,1050,Sardinha 1966 (Timeless),Sardinhas Intemporais,7,63.0
2021,2,1051,Sardinha 1967 (Timeless),Sardinhas Intemporais,10,90.0
2021,2,1052,Sardinha 1968 (Timeless),Sardinhas Intemporais,9,81.0
2021,2,1053,Sardinha 1969 (Timeless),Sardinhas Intemporais,10,90.0
2021,2,1054,Sardinha 1970 (Timeless),Sardinhas Intemporais,8,72.0
2021,2,1055,Sardinha 1971 (Timeless),Sardinhas Intemporais,8,72.0
2021,2,1056,Sardinha 1972 (Timeless),Sardinhas Intemporais,10,90.0
2021,2,1057,Sardinha 1973 (Timeless),Sardinhas Intemporais,12,108.0
2021,2,1058,Sardinha 1974 (Timeless),Sardinhas Intemporais,13,117.0
2021,2,1059,Sardinha 1975 (Timeless),Sardinhas Intemporais,12,108.0
2021,2,1060,Sardinha 1976 (Timeless),Sardinhas Intemporais,6,54.0
2021,2,1061,Sardinha 1977 (Timeless),Sardinhas Intemporais,5,45.0
2021,2,1062,Sardinha 1978 (Timeless),Sardinhas Intemporais,7,63.0
2021,2,1063,Sardinha 1979 (Timeless),Sardinhas Intemporais,7,63.0
2021,2,1064,Sardinha 1980 (Timeless),Sardinhas Intemporais,10,90.0
2021,2,1065,Sardinha 1981 (Timeless),Sardinhas Intemporais,10,90.0
2021,2,1066,Sardinha 1982 (Timeless),Sardinhas Intemporais,11,99.0
2021,2,1067,Sardinha 1983 (Timeless),Sardinhas Intemporais,9,81.0
2021,2,1068,Sardinha 1984 (Timeless),Sardinhas Intemporais,12,108.0
2021,2,1069,Sardinha 1985 (Timeless),Sardinhas Intemporais,10,90.0
2021,2,1070,Sardinha 1986 (Timeless),Sardinhas Intemporais,8,72.0
2021,2,1071,Sardinha 1987 (Timeless),Sardinhas Intemporais,4,36.0
2021,2,1072,Sardinha 1988 (Timeless),Sardinhas Intemporais,10,90.0
2021,2,1073,Sardinha 1989 (Timeless),Sardinhas Intemporais,9,81.0
2021,2,1074,Sardinha 1990 (Timeless),Sardinhas Intemporais,11,99.0
2021,2,1075,Sardinha 1991 (Timeless),Sardinhas Intemporais,6,54.0
2021,2,1076,Sardinha 1992 (Timeless),Sardinhas Intemporais,4,36.0
2021,2,1077,Sardinha 1993 (Timeless),Sardinhas Intemporais,8,72.0
2021,2,1078,Sardinha 1994 (Timeless),Sardinhas Intemporais,4,36.0
2021,2,1079,Sardinha 1995 (Timeless),Sardinhas Intemporais,6,54.0
2021,2,1080,Sardinha 1996 (Timeless),Sardinhas Intemporais,4,36.0
2021,2,1081,Sardinha 1997 (Timeless),Sardinhas Intemporais,7,63.0
2021,2,1082,Sardinha 1998 (Timeless),Sardinhas Intemporais,6,54.0
2021,2,1083,Sardinha 1999 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1084,Sardinha 2000 (Timeless),Sardinhas Intemporais,7,63.0
2021,2,1085,Sardinha 2001 (Timeless),Sardinhas Intemporais,10,90.0
2021,2,1086,Sardinha 2002 (Timeless),Sardinhas Intemporais,9,81.0
2021,2,1087,Sardinha 2003 (Timeless),Sardinhas Intemporais,9,81.0
2021,2,1088,Sardinha 2004 (Timeless),Sardinhas Intemporais,7,63.0
2021,2,1089,Sardinha 2005 (Timeless),Sardinhas Intemporais,11,99.0
2021,2,1090,Sardinha 2006 (Timeless),Sardinhas Intemporais,1,9.0
2021,2,1091,Sardinha 2007 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1093,Sardinha 2009 (Timeless),Sardinhas Intemporais,3,27.0
2021,2,1094,Sardinha 2010 (Timeless),Sardinhas Intemporais,1,9.0
2021,2,1095,Sardinha 2011 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1096,Sardinha 2012 (Timeless),Sardinhas Intemporais,1,9.0
2021,2,1097,Sardinha 2013 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1099,Sardinha 2015 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1100,Sardinha 2016 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1101,Sardinha 2017 (Timeless),Sardinhas Intemporais,4,36.0
2021,2,1102,Sardinha 2018 (Timeless),Sardinhas Intemporais,2,18.0
2021,2,1103,Sardinha 2019 (Timeless),Sardinhas Intemporais,3,27.0
2021,2,1104,Sardinha 2020 (Timeless),Sardinhas Intemporais,9,81.0
2021,2,1105,Sardinha 2021 (Timeless),Sardinhas Intemporais,10,90.0
2021,2,1106,Sardinha 2022 (Timeless),Sardinhas Intemporais,6,54.0
2021,2,1107,Sardinha 2023 (Timeless),Sardinhas Intemporais,9,81.0
2021,2,1108,Sardinha 2024 (Timeless),Sardinhas Intemporais,14,126.0
2021,2,1109,Sardinha 2025 (Timeless),Sardinhas Intemporais,11,99.0
2021,2,1110,Sardinha 2026 (Timeless),Sardinhas Intemporais,12,108.0
2021,2,1111,Sardinha s/ pele e espinha em Azeite Virgem,Sardinhas,640,9600.0
2021,2,1112,Petinga,Sardinhas,19,150.1
2021,2,1113,Sardinhas com Pimentos,Sardinhas,145,1421.0
2021,2,1114,Sardinhas Fumadas Picantes,Sardinhas,145,1421.0
2021,2,1115,Sardinhas com Limao,Sardinhas,112,1097.6
2021,2,1116,Sardinhas em Molho de Tomate,Sardinhas,129,1264.2
2021,2,1117,Sardinhas com Mostarda,Sardinhas,111,1265.4
2021,2,1118,Sardinha com Ketchup,Sardinhas,10,100.0
2021,2,1119,Sardinha com Algas em Azeite Virgem Extra,Sardinhas,11,140.8
2021,2,1120,Millesime,Sardinhas,1,43.3
2021,2,1121,Lingote,Sardinhas,22,484.0
2021,2,1122,Sardinha ao Natural,Sardinhas,20,140.0
2021,2,1123,Anchovas,Sardinhas,141,1353.6
2021,2,1124,Sardinha c/ Azeitonas Recheadas | Lisboa,Sardinha Azeitonas (Cidades),91,1183.0
2021,2,1125,Sardinha c/ Azeitonas Recheadas | Porto,Sardinha Azeitonas (Cidades),9,117.0
2021,2,1126,Sardinha c/ Azeitonas Recheadas | Sintra,Sardinha Azeitonas (Cidades),12,156.0
2021,2,1127,Sardinha c/ Azeitonas Recheadas | Cascais,Sardinha Azeitonas (Cidades),6,78.0
2021,2,1128,Sardinha c/ Azeitonas Recheadas | Obidos,Sardinha Azeitonas (Cidades),6,78.0
2021,2,1129,Sardinha c/ Azeitonas Recheadas | Evora,Sardinha Azeitonas (Cidades),4,52.0
2021,2,1130,Sardinha c/ Azeitonas Recheadas | Coimbra,Sardinha Azeitonas (Cidades),10,130.0
2021,2,1131,Sardinha c/ Azeitonas Recheadas | Aveiro,Sardinha Azeitonas (Cidades),6,78.0
2021,2,1132,Sardinha c/ Azeitonas Recheadas | Algarve,Sardinha Azeitonas (Cidades),7,91.0
2021,2,1133,Sardinha c/ Azeitonas Recheadas | Madeira,Sardinha Azeitonas (Cidades),3,39.0
2021,2,1134,Sardinha c/ Azeitonas Recheadas | Acores,Sardinha Azeitonas (Cidades),7,91.0
2021,2,1135,Carapau em Azeite Virgem Extra,Outros Peixes e Mariscos,12,72.0
2021,2,1136,Mexilhoes Fumados em Azeite,Outros Peixes e Mariscos,106,826.8
2021,2,1137,Atum em Azeite,Outros Peixes e Mariscos,125,1112.5
2021,2,1138,Filetes com Mostarda,Outros Peixes e Mariscos,31,359.59999999999997
2021,2,1139,Filetes de Cavala em Azeite,Outros Peixes e Mariscos,62,576.6
2021,2,1140,Truta Fumada em Azeite,Outros Peixes e Mariscos,49,475.3
2021,2,1141,Lulas em Molho Guisado,Outros Peixes e Mariscos,34,333.20000000000005
2021,2,1142,Agulha Picante em Escabeche,Outros Peixes e Mariscos,13,137.8
2021,2,1143,Agulha Picante em Azeite Virgem Extra,Outros Peixes e Mariscos,13,132.6
2021,2,1144,Buzios ao Natural,Outros Peixes e Mariscos,23,236.9
2021,2,1145,Bacalhau em Azeite,Outros Peixes e Mariscos,266,3325.0
2021,2,1146,Ovas de Bacalhau Fumadas com Legumes,Outros Peixes e Mariscos,20,246.0
2021,2,1147,Choquinhos,Outros Peixes e Mariscos,17,241.39999999999998
2021,2,1148,Peixe-Espada em Azeite Virgem Extra,Outros Peixes e Mariscos,16,219.2
2021,2,1149,Salmao Fumado em Azeite,Outros Peixes e Mariscos,103,1524.4
2021,2,1150,Dourada em Azeite Virgem Extra,Outros Peixes e Mariscos,21,319.2
2021,2,1151,Robalo em Azeite Virgem Extra,Outros Peixes e Mariscos,111,1698.3
2021,2,1152,Polvo em Azeite Virgem Extra,Outros Peixes e Mariscos,302,4771.6
2021,2,1153,Camarao a Scampi (Gambas),Outros Peixes e Mariscos,107,1926.0
2021,2,1154,Corvina em Azeite Virgem Extra,Outros Peixes e Mariscos,25,450.0
2021,2,1155,Linguado Fumado em Azeite,Outros Peixes e Mariscos,6,148.2
2021,2,1156,Enguias de Escabeche,Outros Peixes e Mariscos,6,168.0
2021,2,1157,Filetes de Enguia Fumada em Azeite,Outros Peixes e Mariscos,7,240.8
2021,2,1158,Caranguejo Real,Outros Peixes e Mariscos,6,505.79999999999995
2021,2,1159,Lagosta Picante com Algas em Azeite V.E.,Outros Peixes e Mariscos,8,371.2
2021,2,1160,Ovas de Cavala,Outros Peixes e Mariscos,3,79.80000000000001
2021,2,1161,Ovas de Sardinha,Outros Peixes e Mariscos,1,47.6
2021,2,1162,Pate de Cavala,Pates,16,132.8
2021,2,1163,Pate de Sardinha,Pates,35,308.0
2021,2,1164,Pate de Sardinha com Mostarda,Pates,19,178.6
2021,2,1165,Pate de Sardinha com Limao,Pates,16,153.6
2021,2,1166,Pate de Bacalhau,Pates,40,392.0
2021,2,1167,Pate de Enguias de Escabeche,Pates,9,97.2
